concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
google_merchant:attribute:bodystyle,bodyStyle,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VehicleVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:brand,brand,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:canonicallink,canonicalLink,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_governance_or_link,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_landing_url,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:carriershipping,carrierShipping,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:certifications,certifications,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Compliance,publication_compliance_evidence,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_compliance,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:certifiedpreowned,certifiedPreOwned,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,boolean,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VehicleVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:cloudexportadditionalproperties,cloudExportAdditionalProperties,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:co2emissions,co2Emissions,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Compliance,vertical_compliance_candidate,publication_language_context_not_localization,provider_controlled_or_typed,deferred,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability|queue:google_compliance,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:color,color,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:condition,condition,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:costofgoodssold,costOfGoodsSold,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,publication_commercial_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:customlabel0,customLabel0,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:customlabel1,customLabel1,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:customlabel2,customLabel2,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:customlabel3,customLabel3,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:customlabel4,customLabel4,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:datefirstregistered,dateFirstRegistered,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VehicleVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:description,description,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:disclosuredate,disclosureDate,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:displayaddress,displayAddress,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:displayadsid,displayAdsId,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:displayadslink,displayAdsLink,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:displayadssimilarids,displayAdsSimilarIds,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:displayadstitle,displayAdsTitle,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:displayadsvalue,displayAdsValue,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,decimal,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:documentlinks,documentLinks,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Media,publication_media_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:electricrange,electricRange,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VehicleVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:emissionsstandard,emissionsStandard,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Compliance,vertical_compliance_candidate,publication_language_context_not_localization,provider_controlled_or_typed,deferred,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability|queue:google_compliance,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:energyconsumption,energyConsumption,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Compliance,vertical_compliance_candidate,publication_language_context_not_localization,provider_controlled_or_typed,deferred,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability|queue:google_compliance,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:energyefficiencyclass,energyEfficiencyClass,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Compliance,publication_compliance_evidence,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_compliance,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:engine,engine,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VehicleVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:excludeddestinations,excludedDestinations,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:expirationdate,expirationDate,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:externalsellerid,externalSellerId,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:freeshippingthreshold,freeShippingThreshold,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:fuelconsumption,fuelConsumption,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VehicleVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:fuelconsumptiondischargedbattery,fuelConsumptionDischargedBattery,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VehicleVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:gender,gender,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:googleproductcategory,googleProductCategory,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,google_taxonomy_context,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_taxonomy,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:gtins,gtins,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ProductData,processed_output_with_conditional_input_binding,publication_language_context_not_localization,provider_controlled_or_typed,reusable_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:handlingcutofftimes,handlingCutoffTimes,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,ShippingReturns,publication_shipping_returns_capability,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:identifierexists,identifierExists,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,boolean,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_governance_or_link,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_identifier_exists,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:imagelink,imageLink,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Media,publication_media_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:includeddestinations,includedDestinations,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Connector,publication_channel_control,publication_language_context_not_localization,provider_controlled_or_typed,channel,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:installment,installment,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Pricing,publication_commercial_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:isbundle,isBundle,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,boolean,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VariantComposition,business_defined_bundle_composition,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:itemgroupid,itemGroupId,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VariantComposition,variant_grouping_composition,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:itemgrouptitle,itemGroupTitle,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,string,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,VariantComposition,variant_grouping_composition,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:latitude,latitude,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,decimal,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:leaseterm,leaseTerm,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,structured,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,PropertyVertical,vertical_scoped_publication_attribute,publication_language_context_not_localization,provider_controlled_or_typed,category_candidate,google_merchant,1,not_applicable,not_applicable,not_applicable,queue:google_vertical_applicability,supported,DEFERRED_REVIEW,"Single physical Google representation; cross-platform merge deferred."
google_merchant:attribute:lifestyleimagelinks,lifestyleImageLinks,"Google Merchant provider-local publication semantic.",ProcessedProductAttribute,list,optional_one,not_applicable,google_publication_or_submission,processed_publication_output,conditional_write_by_data_spec,provider_contextual,Media,publication_media_binding,publication_language_context_not_localization,provider_controlled_or_typed,domain,google_merchant,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Single physical Google representation; cross-platform merge deferred."
